place,url,scrape_time,day_of_week,hour_of_day,popularity_percent_normal,popularity_percent_current;;
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_090002,Thursday,9.0,35.0,6.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_100003,Thursday,10.0,40.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_110002,Thursday,11.0,42.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_120002,Thursday,12.0,40.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_130002,Thursday,13.0,44.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_143752,Thursday,14.0,57.0,20.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_150004,Thursday,15.0,72.0,21.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_160003,Thursday,16.0,83.0,22.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_170002,Thursday,17.0,85.0,27.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_180003,Thursday,18.0,79.0,33.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_190003,Thursday,19.0,64.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_200002,Thursday,20.0,46.0,7.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_210002,Thursday,21.0,29.0,4.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_220002,Thursday,22.0,15.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200326_230002,Thursday,23.0,6.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_000003,Thursday,24.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_010002,Friday,1.0,,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_020002,Friday,2.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_030002,Friday,3.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_040002,Friday,4.0,1.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_050002,Friday,5.0,28.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_060002,Friday,6.0,84.0,37.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_070002,Friday,7.0,90.0,29.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_080003,Friday,8.0,50.0,6.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_090002,Friday,9.0,36.0,11.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_100002,Friday,10.0,37.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_110002,Friday,11.0,38.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_120002,Friday,12.0,41.0,14.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_131235,Friday,13.0,49.0,18.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_140002,Friday,14.0,60.0,22.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_145326,Friday,14.0,60.0,18.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_150002,Friday,15.0,72.0,18.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_160003,Friday,16.0,80.0,21.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_170002,Friday,17.0,83.0,33.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_180002,Friday,18.0,80.0,29.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_190001,Friday,19.0,71.0,21.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_200001,Friday,20.0,58.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_210002,Friday,21.0,43.0,10.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_220002,Friday,22.0,29.0,4.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200327_230002,Friday,23.0,17.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_011037,Saturday,1.0,2.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_030002,Saturday,3.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_040002,Saturday,4.0,3.0,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_050002,Saturday,5.0,7.0,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_060002,Saturday,6.0,14.0,7.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_070002,Saturday,7.0,23.0,11.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_100002,Saturday,10.0,39.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_110002,Saturday,11.0,41.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_120002,Saturday,12.0,44.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_130003,Saturday,13.0,47.0,18.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_140002,Saturday,14.0,52.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_150003,Saturday,15.0,56.0,21.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_160003,Saturday,16.0,58.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_170002,Saturday,17.0,57.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_180003,Saturday,18.0,54.0,17.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_190002,Saturday,19.0,48.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_200003,Saturday,20.0,41.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_210003,Saturday,21.0,33.0,8.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_220002,Saturday,22.0,25.0,5.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200328_230002,Saturday,23.0,17.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_010002,Sunday,1.0,6.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_030003,Sunday,3.0,2.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_060002,Sunday,6.0,8.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_070002,Sunday,7.0,14.0,4.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_080002,Sunday,8.0,20.0,6.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_090002,Sunday,9.0,26.0,7.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_100002,Sunday,10.0,34.0,6.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_110002,Sunday,11.0,42.0,10.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_120002,Sunday,12.0,47.0,11.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_130003,Sunday,13.0,49.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_140002,Sunday,14.0,50.0,11.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_150003,Sunday,15.0,52.0,17.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_160003,Sunday,16.0,56.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_170005,Sunday,17.0,58.0,21.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_180003,Sunday,18.0,55.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200329_220002,Sunday,22.0,12.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_000003,Sunday,24.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_010001,Monday,1.0,,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_050003,Monday,5.0,30.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_060002,Monday,6.0,90.0,38.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_070003,Monday,7.0,97.0,32.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_080002,Monday,8.0,47.0,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_090002,Monday,9.0,25.0,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_100002,Monday,10.0,31.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_110003,Monday,11.0,35.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_120002,Monday,12.0,35.0,14.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_133015,Monday,13.0,38.0,14.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_140002,Monday,14.0,50.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_150004,Monday,15.0,69.0,21.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_160002,Monday,16.0,85.0,23.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_170003,Monday,17.0,90.0,27.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_180002,Monday,18.0,80.0,27.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_190002,Monday,19.0,60.0,14.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_200002,Monday,20.0,37.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200330_210003,Monday,21.0,18.0,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_030002,Tuesday,3.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_050003,Tuesday,5.0,28.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_060002,Tuesday,6.0,91.0,42.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_070003,Tuesday,7.0,93.0,24.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_080003,Tuesday,8.0,41.0,6.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_090002,Tuesday,9.0,27.0,7.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_100002,Tuesday,10.0,36.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_110002,Tuesday,11.0,37.0,9.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_120003,Tuesday,12.0,34.0,10.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_130002,Tuesday,13.0,36.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_140003,Tuesday,14.0,47.0,20.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_150002,Tuesday,15.0,63.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_160003,Tuesday,16.0,76.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_170003,Tuesday,17.0,82.0,29.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_180002,Tuesday,18.0,77.0,29.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_190003,Tuesday,19.0,63.0,18.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_200003,Tuesday,20.0,45.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_210002,Tuesday,21.0,27.0,4.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_220002,Tuesday,22.0,13.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200331_230002,Tuesday,23.0,4.0,2.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_000003,Tuesday,24.0,,3.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_010002,Wednesday,1.0,,4.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_020003,Wednesday,2.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_030003,Wednesday,3.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_040003,Wednesday,4.0,,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_050002,Wednesday,5.0,31.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_060002,Wednesday,6.0,92.0,37.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_070002,Wednesday,7.0,100.0,26.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_080003,Wednesday,8.0,49.0,1.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_090002,Wednesday,9.0,28.0,7.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_100002,Wednesday,10.0,36.0,15.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_110002,Wednesday,11.0,43.0,16.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_120002,Wednesday,12.0,41.0,12.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_130002,Wednesday,13.0,40.0,13.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_140003,Wednesday,14.0,46.0,18.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_150003,Wednesday,15.0,60.0,19.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_160212,Wednesday,16.0,74.0,23.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_170002,Wednesday,17.0,80.0,30.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_182150,Wednesday,18.0,77.0,24.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_190002,Wednesday,19.0,64.0,20.0
wgnEZ5QDmAoZRTZJ7; Solothurn SBB,https://goo.gl/maps/wgnEZ5QDmAoZRTZJ7; Solothurn SBB,20200401_200002,Wednesday,20.0,47.0,12.0
z43P7ZQZSetjQMY2A; Langenthal FFS,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal FFS,20200325_132053,Wednesday,13.0,34.0,12.0
z43P7ZQZSetjQMY2A; Langenthal FFS,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal FFS,20200325_140002,Wednesday,14.0,40.0,19.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_150003,Wednesday,15.0,53.0,24.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_160003,Wednesday,16.0,65.0,24.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_170002,Wednesday,17.0,70.0,35.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_190002,Wednesday,19.0,48.0,20.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_200003,Wednesday,20.0,30.0,6.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_210002,Wednesday,21.0,15.0,8.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200325_230002,Wednesday,23.0,,1.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200326_000003,Wednesday,24.0,,4.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200326_010002,Thursday,1.0,,2.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200326_020002,Thursday,2.0,,1.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200326_030002,Thursday,3.0,,1.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200326_040002,Thursday,4.0,,1.0
z43P7ZQZSetjQMY2A; Langenthal SBB,https://goo.gl/maps/z43P7ZQZSetjQMY2A; Langenthal SBB,20200326_050002,Thursday,5.0,19.0,10.0
